ID,income,gender,age,marriage,children,residence,price,loan,house,target
480,684840,Male,32,married,3,central,15.6,34902,rent,F
481,434952,Male,37,married,2,central,28.4,24959,with_parents,F
482,885000,Male,46,married,2,central,27.1,19263,rent,T
483,653784,Female,20,married,2,central,14.1,55047,rent,F
484,470760,Male,21,married,0,central,13.5,34193,rent,F
485,272160,Male,39,married,2,central,13.2,18017,with_parents,F
486,965820,Female,43,married,1,central,26.4,19561,with_parents,T
487,996408,Female,50,married,1,central,28.5,58834,rent,F
488,631320,Male,50,married,3,central,23.2,34778,with_parents,F
489,1048512,Male,22,married,1,central,16.5,44132,rent,F
490,868776,Female,45,married,0,central,27.8,53984,with_parents,F
491,265260,Male,53,married,2,central,15.8,35761,rent,F
492,966312,Male,43,married,3,central,27.5,57523,with_parents,F
493,529704,Female,36,married,2,central,26.4,56469,with_parents,F
494,737640,Female,49,married,2,central,22,54719,rent,F
495,784440,Male,51,married,2,central,19.8,16952,rent,T
496,786252,Male,45,married,2,central,21.9,21846,rent,T
497,968340,Female,64,married,0,central,12.4,36064,rent,F
498,271284,Male,22,married,1,central,24.6,40686,rent,F
499,1155636,Female,63,married,2,central,15.8,23684,rent,T
500,778308,Male,33,married,1,central,16.5,43662,rent,F
501,469680,Male,40,married,0,central,13.3,57321,rent,F
502,797172,Female,58,married,3,central,15.8,42135,with_parents,F
503,904800,Male,58,married,2,central,27.7,52647,rent,F
504,1142508,Male,42,married,0,central,25.5,35815,rent,T
505,658404,Male,48,married,2,central,13.1,23121,with_parents,F
506,300684,Female,35,married,1,central,20.7,49712,with_parents,F
507,524016,Female,33,married,0,central,19.7,49775,with_parents,F
508,283728,Male,53,married,1,central,16.8,30887,with_parents,F
509,1051992,Male,26,married,3,central,29.6,54366,rent,T
510,1144380,Male,23,single,0,central,24.2,33770,with_parents,F
511,1122396,Female,31,single,0,central,16.4,31484,with_parents,F
512,1117308,Male,35,single,0,central,26.3,43147,rent,F
513,1070292,Male,27,single,0,central,25.6,48485,with_parents,F
514,1032612,Female,54,single,2,central,25.1,37651,with_parents,F
515,1016580,Male,29,single,0,central,21.8,57739,rent,F
516,917376,Male,26,single,0,central,16.5,33146,rent,F
517,605844,Male,54,single,0,central,16.9,50792,with_parents,F
518,575808,Male,60,single,0,central,13.5,50177,rent,F
519,541908,Female,49,single,0,central,12,39017,with_parents,F
520,533556,Male,45,single,0,central,21.7,55837,rent,F
521,526188,Male,20,single,0,central,28.6,41389,with_parents,F
522,502956,Female,54,single,0,central,21.1,33230,with_parents,F
523,502704,Female,48,single,0,central,24.2,58151,rent,F
524,473148,Male,47,single,0,central,15.4,23601,with_parents,F
525,394440,Female,27,single,0,central,25,38603,with_parents,F
526,359148,Female,48,single,0,central,13.4,43612,rent,F
527,320712,Male,24,single,0,central,24.1,37764,with_parents,F
528,1187232,Female,39,single,0,central,22.9,49275,rent,F
529,425364,Male,32,single,0,central,25.4,41924,rent,F
530,525276,Female,39,single,1,central,13.1,47098,rent,F
531,685596,Female,28,single,0,central,23.4,17834,with_parents,F
532,1047504,Male,32,single,0,central,18.5,23433,rent,F
533,448212,Female,22,single,0,central,14.6,47951,rent,F
534,1186416,Male,45,single,0,central,18.4,30962,rent,F
535,1006200,Male,48,single,0,central,27,22430,rent,F
536,427944,Female,20,single,0,central,13.8,51548,with_parents,F
537,1029132,Male,55,single,0,central,18.3,26894,rent,F
538,911700,Female,42,single,0,central,14.5,54899,with_parents,F
539,1126560,Male,44,single,0,central,21.6,54773,with_parents,F
540,983112,Female,35,single,0,central,20.1,42914,with_parents,F
541,515604,Female,39,single,0,central,28.3,58473,with_parents,F
542,784596,Male,39,single,0,central,13.5,55693,with_parents,F
543,276024,Male,55,single,0,central,20.2,26017,with_parents,F
544,432300,Female,27,single,0,central,16.5,22507,with_parents,F
545,897252,Female,52,single,0,central,18.1,20619,with_parents,F
546,453960,Male,46,single,0,central,15.6,34797,with_parents,F
547,1003296,Female,32,single,0,central,27.1,30361,with_parents,F
548,936576,Female,21,single,0,central,23.7,28909,with_parents,F
549,871764,Male,23,single,0,central,26.3,55556,with_parents,F
550,724788,Female,48,single,0,central,17.4,36673,rent,F
551,496068,Female,47,single,0,central,15,44926,rent,F
552,835800,Male,56,single,0,central,22.2,22655,with_parents,F
553,610368,Male,63,single,0,central,25.9,30086,rent,F
554,665460,Female,31,single,0,central,23.1,47071,with_parents,F
555,855624,Female,45,single,0,central,28.4,48283,rent,F
556,898932,Female,57,single,0,central,19.5,33097,with_parents,F
557,380064,Male,20,single,0,central,24.2,16062,rent,F
558,266232,Male,43,single,0,central,19.3,47923,rent,F
559,1132776,Male,47,single,0,central,16.1,53514,with_parents,F
560,342048,Male,45,single,0,central,24.8,57376,rent,F
561,869376,Male,30,single,0,central,19.2,16488,rent,F
562,798360,Female,27,single,0,central,26.4,45731,rent,F
563,1111728,Female,58,single,1,central,14.1,52973,with_parents,F
564,777504,Male,30,single,0,central,28,46917,with_parents,F
565,380136,Male,27,single,0,central,15.7,27083,with_parents,F
566,424632,Male,38,single,0,central,19.9,39074,rent,F
567,367020,Male,20,single,0,central,20.3,38207,with_parents,F
568,586464,Male,60,single,0,central,26.5,56246,rent,F
569,1084056,Male,25,single,0,central,14.4,43607,with_parents,F
570,566148,Male,64,single,0,central,24.4,57591,with_parents,F
571,1128792,Female,52,single,0,central,14.2,51583,rent,F
572,493620,Female,28,single,0,central,13.9,25112,with_parents,F
573,795372,Male,64,single,0,central,22.9,45844,with_parents,F
574,353472,Female,38,single,0,central,13.3,21587,rent,F
575,324360,Female,33,single,0,central,25.4,31223,with_parents,F
576,985236,Female,20,single,0,central,25,51947,rent,F
577,1008360,Female,46,single,0,central,18.9,50757,rent,F
578,1080432,Male,43,single,0,central,18.3,20204,with_parents,F
579,799404,Female,59,single,0,central,26.4,58978,rent,F
580,1000932,Male,35,single,0,central,29.6,58165,with_parents,F
581,992880,Male,30,single,0,central,21.7,40227,rent,F
582,378108,Male,55,single,0,central,26.3,48422,rent,F
583,641412,Female,59,single,0,central,23.5,59137,rent,F
584,637872,Male,25,single,0,central,17.2,45669,rent,F
585,865884,Male,53,single,0,central,27.6,50701,rent,F
586,1187316,Male,58,single,0,central,25.2,31329,with_parents,F
587,1091088,Male,32,single,0,central,18.9,18652,rent,F
588,348732,Female,55,single,0,central,20.3,21255,rent,F
589,1097136,Male,45,single,0,central,25.6,55664,with_parents,F
590,799680,Male,33,single,0,central,25.9,34894,with_parents,F
591,276000,Female,37,single,0,central,25.7,25909,rent,F
592,349332,Female,23,single,0,central,14.5,22112,with_parents,F
593,595632,Female,25,single,0,central,15.5,54430,with_parents,F
594,509052,Female,39,single,0,central,15.1,46200,rent,F
595,1162164,Female,50,single,0,central,27.6,52603,rent,F
596,735492,Male,58,single,0,central,18.6,33954,with_parents,F
597,391608,Male,50,single,0,central,25.9,51791,with_parents,F
598,535200,Female,56,single,0,central,28.8,45739,with_parents,F
599,1058124,Male,41,single,0,central,27.6,34192,with_parents,F
600,598716,Male,41,single,0,central,13.4,38871,rent,F
601,388404,Male,39,single,0,central,24,20224,with_parents,F
602,368328,Male,55,single,0,central,28,17038,with_parents,F
603,914796,Female,64,single,0,central,13.8,52034,with_parents,F
604,883020,Female,41,single,0,central,20.8,55713,with_parents,F
605,835584,Female,57,single,0,central,28.8,23384,with_parents,F
606,996408,Female,23,single,0,central,25.8,41986,with_parents,F
607,702804,Female,46,single,0,central,21.6,49714,with_parents,F
608,884256,Male,31,single,0,central,25.8,53219,rent,F
609,1159140,Male,49,single,0,central,27,20152,rent,F
610,1062336,Female,25,single,0,central,28.4,29829,with_parents,F
611,804444,Female,56,single,0,central,16,49693,rent,F
612,895344,Female,62,single,0,central,17.9,37401,rent,F
613,905364,Male,43,single,0,central,12.2,31691,rent,F
614,967512,Female,37,single,0,central,15.8,19792,with_parents,F
615,397740,Male,20,single,0,central,22.8,33062,rent,F
616,993912,Male,27,single,0,central,19.6,57890,rent,F
617,1081896,Male,33,single,0,central,25.6,59076,rent,F
618,920004,Male,30,single,0,central,29.4,54366,rent,F
619,1121748,Male,36,single,0,central,21.1,42955,rent,F
620,317136,Male,49,single,0,central,14.3,56446,with_parents,F
621,664260,Female,34,single,0,central,15.2,53036,rent,F
622,1148208,Male,40,single,0,central,22.5,16311,rent,F
623,472020,Male,58,single,0,central,23.6,58818,rent,F
624,1131564,Male,40,single,0,central,18.7,38505,rent,F
625,1169184,Male,57,single,0,central,12.8,53289,rent,F
626,1019232,Female,45,single,0,central,21.1,53632,with_parents,F
627,465240,Male,51,single,0,central,19.1,28442,rent,F
628,291816,Female,62,single,0,central,18.3,51027,with_parents,F
629,1088100,Female,64,single,0,central,23.7,34860,rent,F
630,700800,Male,22,single,0,central,13.7,59361,with_parents,F
631,886620,Female,64,single,0,central,15.5,36613,with_parents,F
632,816060,Male,34,single,0,central,26.1,34921,with_parents,F
633,638868,Female,24,single,0,central,18.6,36750,with_parents,F
634,1005600,Female,30,single,0,central,29.5,24562,rent,F
635,877416,Male,37,single,0,central,15.1,42928,rent,F
636,840996,Male,35,single,0,central,16.2,45215,rent,F
637,951156,Female,22,single,0,central,17.8,19174,rent,F
638,436152,Female,52,single,0,central,27,53277,with_parents,F
639,886212,Female,39,single,0,central,14.9,32468,with_parents,F
640,976080,Female,22,single,0,central,27.1,51940,rent,F
641,779508,Female,52,single,0,central,18.5,45728,with_parents,F
642,1135584,Female,31,single,0,central,24,26606,with_parents,F
643,439524,Male,30,single,0,central,25.1,22545,rent,F
644,294432,Male,33,single,0,central,14.2,18537,with_parents,F
645,1162716,Male,20,single,0,central,16.3,29690,rent,F
646,487452,Male,45,single,0,central,23.5,18820,with_parents,F
647,293400,Female,31,single,0,central,21.3,33681,with_parents,F
648,893520,Male,50,single,0,central,25.9,53697,rent,F
649,1024872,Male,54,single,0,central,18.6,52122,with_parents,F
650,964740,Male,63,single,0,central,22.9,31525,with_parents,F
651,461460,Male,44,single,0,central,14.8,18772,with_parents,F
652,742248,Male,23,single,0,central,17,45685,with_parents,F
653,604020,Male,64,single,0,central,17.5,54321,rent,F
654,1031796,Male,23,single,0,central,26.3,48315,with_parents,F
655,753528,Male,55,married,1,north,65.2,16008,rent,T
656,874200,Female,49,married,0,north,63.1,59979,with_parents,F
657,1045452,Male,49,married,3,north,48.1,36887,rent,F
658,610044,Male,31,married,0,north,68.1,33442,with_parents,F
659,737232,Male,48,married,1,north,80.5,46815,rent,F
660,414828,Female,51,married,3,north,62.7,48590,rent,F
661,1028616,Female,48,married,3,north,79.5,22970,with_parents,T
662,1001280,Male,52,married,2,north,78.2,16774,with_parents,T
663,698268,Male,34,married,0,north,54.6,32567,rent,F
664,940224,Female,38,married,1,north,73.1,26878,rent,T
665,1008324,Female,61,married,3,north,82.1,22873,with_parents,T
666,288168,Male,51,married,3,north,51.2,34643,rent,F
667,327924,Male,53,married,0,north,59.4,26192,rent,F
668,959760,Female,28,married,2,north,49.3,40440,rent,F
669,764868,Female,27,married,2,north,72.5,26715,rent,F
670,315540,Male,47,married,2,north,80.3,35171,rent,F
671,1139988,Female,44,married,1,north,67.7,47050,with_parents,F
672,534192,Female,51,married,3,north,63.6,29340,rent,F
673,698304,Female,39,married,3,north,47.4,30603,with_parents,F
674,588168,Male,58,married,1,north,75.6,48079,with_parents,F
675,1168008,Male,27,married,3,north,46.3,22571,with_parents,T
676,700188,Male,47,married,0,north,84,57938,rent,F
677,1172652,Male,31,single,0,north,37.7,31006,rent,F
678,781308,Male,20,single,0,north,68.7,43737,rent,F
679,392520,Female,34,single,0,north,37,31975,with_parents,F
680,708816,Female,30,single,0,north,50.4,26800,rent,F
681,678948,Female,58,single,0,north,67.2,57362,with_parents,F
682,933132,Male,43,single,0,north,43.5,53315,with_parents,F
683,545040,Male,55,single,0,north,55.7,38783,rent,F
684,791100,Male,53,single,0,north,43.8,33697,with_parents,F
685,438420,Male,47,single,0,north,61.6,39526,rent,F
686,288708,Male,23,single,0,north,55.2,43427,rent,F
687,384336,Male,24,single,0,north,44.4,52809,rent,F
688,571884,Male,20,single,0,north,66.9,47267,rent,F
689,491412,Female,36,single,0,north,71.2,42018,rent,F
690,740640,Female,47,single,0,north,81.1,48667,with_parents,F
691,391080,Female,31,single,0,north,67,24395,with_parents,F
692,411600,Female,57,single,0,north,38.7,28063,rent,F
693,542688,Male,35,single,0,north,38.4,20787,with_parents,F
694,1078788,Female,50,single,0,north,66.3,34273,rent,F
695,997740,Female,23,single,0,north,70.5,59469,rent,F
696,548892,Male,33,single,0,north,64.4,30434,with_parents,F
697,1125324,Female,21,married,1,north,68.6,40304,rent,F
698,1084884,Male,29,married,1,north,78.6,24687,with_parents,T
699,1068348,Male,26,married,1,north,11.2,51723,with_parents,F
700,1056336,Male,46,married,2,north,63.9,52945,with_parents,F
701,1006524,Female,38,married,1,north,38.9,37102,with_parents,F
702,1001208,Male,35,married,1,north,14.7,27631,with_parents,T
703,953016,Female,30,married,0,north,63.6,17287,rent,F
704,932136,Male,58,married,2,north,43.1,55591,rent,F
705,660432,Female,61,married,1,north,45.9,33401,with_parents,F
706,544512,Male,33,married,2,north,42.7,41433,rent,F
707,449124,Female,52,married,2,north,77.3,42165,rent,F
708,446880,Female,31,married,0,north,39.7,55464,with_parents,F
709,307080,Male,56,married,3,north,47.7,23837,with_parents,F
710,288036,Female,56,married,4,north,84.1,35513,with_parents,F
711,277404,Female,39,married,2,north,56.4,31432,rent,F
712,1099788,Female,42,married,1,north,67.7,40908,with_parents,F
713,821676,Male,54,married,1,north,66.4,24924,rent,T
714,698400,Male,63,married,3,north,42.7,59222,with_parents,F
715,876996,Female,58,married,0,north,76.7,33941,with_parents,F
716,883464,Female,31,married,2,north,47.7,47361,rent,F
717,783324,Male,48,married,1,north,58.9,54958,rent,F
718,623112,Male,49,married,1,north,40.1,53530,rent,F
719,851568,Female,34,married,3,north,57.3,24236,with_parents,T
720,729612,Female,56,married,3,north,70.2,51316,with_parents,F
721,471672,Female,40,married,3,north,84.9,54292,with_parents,F
722,881412,Female,53,married,0,north,63.5,42070,rent,F
723,975468,Male,41,married,2,north,69.7,39810,rent,F
724,626844,Male,55,married,1,north,39.9,58540,with_parents,F
725,1002864,Female,58,married,3,north,63.5,58180,with_parents,F
726,801168,Female,20,married,0,north,38.9,24836,rent,F
727,534396,Male,58,married,3,north,58,43400,with_parents,F
728,425568,Female,29,married,3,north,79.9,29211,with_parents,F
729,668028,Male,59,married,1,north,41.9,36255,with_parents,F
730,561096,Male,46,married,1,north,63.2,26321,with_parents,F
731,876312,Male,38,married,2,north,46.6,33452,with_parents,F
732,738060,Female,40,married,0,north,50.2,16967,rent,F
733,570636,Female,50,married,3,north,49.2,36613,rent,F
734,1006188,Female,29,married,2,north,46.5,18697,rent,T
735,264204,Female,26,married,1,north,70.4,25098,with_parents,F
736,1069704,Female,60,married,0,north,44.2,29890,rent,F
737,587640,Female,41,married,1,north,40,24549,with_parents,F
738,547668,Female,39,married,2,north,40.4,34546,with_parents,F
739,551652,Female,33,married,2,north,87.3,57258,with_parents,F
740,352980,Female,52,married,0,north,56.4,36219,rent,F
741,891624,Male,39,married,0,north,77,56318,rent,F
742,334332,Female,24,married,3,north,47.9,22893,rent,F
743,891948,Male,39,married,1,north,78.9,28231,with_parents,T
744,1141128,Female,56,married,1,north,72.3,54958,rent,F
745,548904,Male,29,married,0,north,67.2,34715,with_parents,F
746,484692,Female,42,married,1,north,42.7,57005,rent,F
747,1110588,Male,47,married,0,north,68.3,19299,with_parents,F
748,628620,Male,35,married,1,north,71.2,51353,rent,F
749,1198236,Male,40,married,3,north,37.6,41529,with_parents,F
750,1062252,Male,52,married,2,north,87.4,17832,with_parents,T
751,587040,Female,32,married,3,north,86.8,49024,with_parents,F
752,1162788,Female,62,married,0,north,54.9,45817,with_parents,F
753,987252,Female,20,married,0,north,62.6,34163,with_parents,F
754,767844,Male,58,married,0,north,49.6,49346,rent,F
755,1184484,Male,32,married,0,north,66.1,57523,with_parents,F
756,860112,Male,41,married,0,north,65.6,41076,rent,F
757,1151724,Male,23,married,2,north,80.7,30442,rent,T
758,864840,Female,49,married,3,north,75.2,24822,with_parents,T
759,780492,Male,60,married,1,north,63.9,22384,with_parents,T
760,297756,Female,55,married,0,north,65.5,34376,rent,F
761,692196,Male,58,married,2,north,60.1,34859,rent,F
762,887340,Female,23,married,3,north,71.6,52253,rent,F
763,577716,Female,28,married,1,north,65.6,51957,with_parents,F
764,1006512,Male,59,married,3,north,45.1,48032,with_parents,F
765,1170120,Male,37,married,0,north,75.5,46858,rent,F
766,937740,Male,47,married,0,north,44,39493,rent,F
767,1006560,Male,59,married,2,north,39.2,30078,rent,T
768,460884,Male,34,married,3,north,54.7,54201,rent,F
769,503052,Male,39,married,1,north,54.7,59517,with_parents,F
770,711936,Female,50,married,2,north,38,40170,with_parents,F
771,1138992,Male,29,married,1,north,50.1,50470,rent,F
772,1172028,Female,29,married,2,north,82.8,51573,rent,F
773,473748,Male,21,married,3,north,47.3,26741,rent,F
774,855060,Female,32,married,3,north,83.6,17541,with_parents,T
775,1034208,Female,51,married,3,north,74.2,48969,with_parents,F
776,534756,Female,26,married,1,north,69.3,46423,rent,F
777,953496,Female,24,married,3,north,65.7,19303,rent,T
778,1112268,Female,45,married,0,north,67.6,50868,rent,F
779,859968,Female,35,married,1,north,68.3,30764,rent,F
780,815184,Female,52,married,0,north,41.9,30206,with_parents,F
781,984012,Male,40,married,0,north,52.6,57979,with_parents,F
782,1171236,Male,57,married,1,north,70.8,49072,with_parents,F
783,711372,Female,27,married,2,north,52.9,59980,rent,F
784,896244,Female,28,married,3,north,77.2,57882,rent,F
785,497892,Male,30,married,1,north,43.9,18397,rent,F
786,696228,Female,32,married,3,north,59.1,20584,with_parents,T
787,632676,Female,46,married,1,north,46.9,34568,with_parents,F
788,489612,Female,46,married,2,north,60.5,55950,rent,F
789,307776,Female,53,married,0,north,73.2,22535,rent,F
790,770916,Female,30,married,0,north,37.4,35427,with_parents,F
791,456408,Male,45,married,3,north,62.7,58550,with_parents,F
792,1065852,Male,30,married,1,north,78.6,27855,with_parents,T
793,800388,Female,33,married,0,north,40.1,17360,rent,F
794,322488,Female,25,married,2,north,87.6,28759,with_parents,F
795,638160,Male,52,married,2,north,55.1,54200,rent,F
796,275052,Male,35,married,0,north,61.7,30948,rent,F
797,951648,Male,47,married,3,north,50.7,43604,with_parents,F
798,614280,Male,49,married,1,north,55.4,22957,with_parents,F
799,982092,Female,49,married,2,north,83,30545,with_parents,T
800,1081476,Male,29,married,1,north,80.9,43658,rent,F
801,932328,Female,58,married,0,north,81.9,25614,with_parents,F
802,1141500,Female,64,married,3,north,76.7,45230,rent,F
803,425676,Male,46,married,2,north,44,46437,rent,F
804,909384,Female,38,married,0,north,50.6,46704,with_parents,F
805,457464,Female,40,married,0,north,47.9,41529,rent,F
806,445596,Female,61,married,1,north,76.7,25749,rent,F
807,1169772,Male,63,married,0,north,73.4,16275,rent,F
808,806820,Female,37,married,0,north,77.5,53034,with_parents,F
809,869184,Male,41,married,1,north,73.7,19740,rent,T
810,978720,Female,23,married,1,north,77.9,24726,with_parents,T
811,608124,Female,35,married,0,north,50.7,53997,rent,F
812,919512,Male,40,married,2,north,46.1,27849,with_parents,T
813,942108,Female,64,married,0,north,78.5,26107,with_parents,F
814,816540,Male,32,married,1,north,77.3,47617,rent,F
815,617916,Female,26,married,3,north,79.4,21254,with_parents,F
816,1086864,Female,27,married,3,north,37.5,42307,with_parents,F
817,595632,Male,38,married,1,north,85.4,59999,rent,F
818,1178388,Female,41,married,2,north,38.5,51491,rent,F
819,724272,Male,62,married,1,north,52.1,32660,with_parents,F
820,461280,Female,47,married,1,north,38.6,21464,rent,F
821,890832,Male,40,married,1,north,71.3,54402,with_parents,F
822,639012,Female,29,married,1,north,38.2,32867,rent,F
823,895428,Male,47,married,1,north,80.5,33495,rent,F
824,481956,Male,47,married,3,north,43.4,26987,rent,F
825,1140756,Male,37,married,3,north,48.2,55312,with_parents,F
826,476160,Male,60,married,1,north,47.7,57752,rent,F
827,1030344,Male,26,married,1,north,72.8,55460,rent,F
828,461784,Male,27,married,1,north,59.6,58425,rent,F
829,297192,Female,61,married,3,north,86.7,22362,with_parents,F
830,660156,Female,53,married,3,north,77.4,54835,rent,F
831,503856,Female,36,married,2,north,73.4,56869,with_parents,F
832,1155432,Female,33,married,0,north,41.3,34973,rent,F
833,894180,Male,30,married,0,north,48.7,24911,rent,F
834,872400,Male,54,married,0,north,56.7,32733,rent,F
835,1168956,Female,43,married,2,north,71.3,46331,rent,F
836,584532,Male,58,married,1,north,70.7,27009,rent,F
837,1196916,Male,47,married,1,north,60.2,21915,rent,T
838,674580,Male,22,married,2,north,48.7,31322,rent,F
839,266304,Male,44,married,2,north,45.5,44042,with_parents,F
840,859116,Male,45,married,3,north,70.9,24209,with_parents,T
841,730680,Male,24,married,0,north,81,29990,rent,F
842,711192,Female,38,married,3,north,86,52482,rent,F
843,266880,Female,53,married,3,north,74.4,32148,with_parents,F
844,1196376,Female,59,married,2,north,49.4,50394,with_parents,F
845,687060,Male,40,married,1,north,85.9,16780,with_parents,T
846,1039584,Male,30,single,1,north,66.3,25018,rent,F
847,1018272,Female,55,single,0,north,51.1,26177,rent,F
848,1010064,Male,37,single,0,north,80.8,54934,with_parents,F
849,999540,Female,20,single,0,north,56.7,22793,with_parents,F
850,863520,Male,29,single,0,north,64.3,41607,with_parents,F
851,778020,Female,54,single,0,north,86.4,42413,rent,F
852,762900,Female,62,single,0,north,86.8,40922,rent,F
853,640908,Male,59,single,0,north,47.4,27926,rent,F
854,559896,Male,37,single,0,north,42.3,43510,with_parents,F
855,540264,Male,35,single,0,north,72.2,28293,with_parents,F
856,476484,Female,36,single,0,north,58.4,34592,rent,F
857,431016,Female,25,single,1,north,85,22513,with_parents,F
858,347844,Female,33,single,0,north,78.6,27601,with_parents,F
859,304920,Female,41,single,0,north,60.3,59810,rent,F
860,280236,Female,53,single,1,north,43.6,22311,rent,F
861,900612,Female,39,single,0,north,75.5,28361,rent,F
862,958560,Male,61,single,0,north,52.2,32032,with_parents,F
863,287580,Male,39,single,0,north,58.8,54686,with_parents,F
864,728796,Male,48,single,0,north,62.7,16793,rent,F
865,785652,Male,43,single,0,north,52.8,50651,rent,F
866,272736,Male,63,single,0,north,84.4,52068,rent,F
867,767628,Male,53,single,0,north,61.7,54917,rent,F
868,1039980,Female,21,single,0,north,78.6,37001,rent,F
869,384948,Male,25,single,0,north,68.4,24490,with_parents,F
870,814056,Male,32,single,0,north,87.3,25039,rent,F
871,384432,Female,38,single,0,north,69.9,46707,with_parents,F
872,861552,Male,29,single,0,north,77.2,47476,with_parents,F
873,697080,Female,45,single,0,north,57.4,50717,with_parents,F
874,807120,Female,22,single,0,north,37.2,37919,rent,F
875,605088,Male,53,single,0,north,82.8,39834,with_parents,F
876,552240,Male,52,single,0,north,51.3,43106,with_parents,F
877,745392,Female,43,single,0,north,52.1,45556,with_parents,F
878,970092,Male,37,single,0,north,62.7,53383,rent,F
879,1170456,Female,26,single,0,north,52.1,46374,with_parents,F
880,884160,Female,32,single,0,north,82.3,46407,rent,F
881,584220,Male,33,single,0,north,38.8,21658,with_parents,F
882,383400,Male,61,single,0,north,51.1,34829,rent,F
883,435180,Male,46,single,0,north,78.1,26508,with_parents,F
884,811992,Female,61,single,0,north,66.5,19658,with_parents,F
885,557088,Female,35,single,0,north,77.9,56393,with_parents,F
886,1110984,Female,47,single,0,north,60.4,25047,rent,T
887,1113840,Female,50,single,0,north,79.5,59776,rent,F
888,1085544,Female,57,single,0,north,53.8,38556,rent,F
889,388932,Female,52,single,0,north,55.9,45049,rent,F
890,685872,Female,63,single,0,north,49.6,55378,with_parents,F
891,1148868,Female,39,single,0,north,45.7,23616,rent,F
892,828600,Male,32,single,0,north,83.7,21432,rent,F
893,979680,Male,24,single,0,north,66.3,21102,rent,F
894,956064,Male,25,single,0,north,71.5,51909,rent,F
895,1057176,Female,41,single,0,north,37.9,30372,rent,T
896,971052,Female,53,single,0,north,72.7,36348,rent,F
897,335700,Female,37,single,0,north,66.3,52115,with_parents,F
898,888996,Male,40,single,0,north,50.4,38858,rent,F
899,581472,Female,58,single,0,north,83.1,57704,with_parents,F
900,385836,Female,33,single,0,north,73.1,27197,with_parents,F
901,460116,Male,55,single,0,north,87,33229,with_parents,F
902,398664,Female,34,single,0,north,77.3,30944,with_parents,F
903,925512,Female,35,single,0,north,56.5,34081,with_parents,F
904,1045632,Female,34,single,0,north,84.2,33512,with_parents,F
905,1077600,Male,31,single,0,north,51.7,16240,with_parents,F
906,583716,Female,23,single,0,north,40.3,18061,rent,F
907,272304,Female,29,single,0,north,48.9,59697,with_parents,F
908,1113948,Male,51,single,0,north,42.3,26357,rent,F
909,913620,Male,49,single,0,north,57,58642,with_parents,F
910,1131804,Female,49,single,0,north,39.6,34819,with_parents,T
911,569808,Male,62,single,0,north,86.8,27582,with_parents,F
912,870924,Male,44,single,0,north,63.3,28321,with_parents,F
913,667260,Female,48,single,0,north,69.7,34961,with_parents,F
914,1126968,Male,51,single,0,north,71.3,30033,rent,F
915,771828,Female,32,single,0,north,69.1,18254,with_parents,F
916,272244,Female,20,single,0,north,85.4,56656,with_parents,F
917,1029672,Female,44,single,0,north,38.3,16824,rent,T
918,747888,Female,31,single,0,north,84.5,30874,rent,F
919,777600,Female,57,single,0,north,72.8,45359,rent,F
920,666300,Female,31,single,0,north,63.6,24324,rent,F
921,666048,Female,49,single,0,north,67.8,53320,rent,F
922,945144,Female,56,single,0,north,37.7,40924,rent,F
923,1191048,Male,23,single,0,north,37.4,41135,rent,F
924,1021848,Male,39,single,0,north,51.3,56436,rent,F
925,415128,Female,33,single,0,north,43.1,24384,rent,F
926,1001184,Female,26,single,0,north,79,22890,rent,F
927,770256,Male,24,single,0,north,82.3,22120,with_parents,F
928,993012,Female,64,single,0,north,40.8,32736,with_parents,F
929,555180,Male,36,single,0,north,64.2,42751,with_parents,F
930,1045392,Female,50,single,0,north,65.3,30384,rent,F
931,479556,Male,31,single,0,north,74.5,39692,rent,F
932,698076,Male,60,single,0,north,56.4,23543,with_parents,F
933,860892,Male,24,single,0,north,47.6,32591,with_parents,F
934,605580,Male,30,single,0,north,40.2,19306,rent,F
935,1086768,Female,56,single,0,north,57.1,38300,rent,F
936,705336,Male,61,single,0,north,63,24591,rent,F
937,377148,Male,55,single,0,north,68.3,31321,with_parents,F
938,358776,Female,61,single,0,north,53.8,46507,with_parents,F
939,905952,Male,64,single,0,north,46.8,54640,rent,F
940,776916,Female,63,single,0,north,83.6,23918,rent,F
941,1101360,Female,52,single,0,north,70,27995,rent,F
942,990324,Male,23,single,0,north,45.2,52125,rent,F
943,1089240,Female,32,single,0,north,75.2,56745,rent,F
944,532140,Female,64,single,0,north,61.8,59336,with_parents,F
945,577608,Male,25,single,0,north,69.1,55691,rent,F
946,973620,Female,38,single,0,north,74.5,20228,with_parents,F
947,1156872,Female,28,single,0,north,60.4,50939,with_parents,F
948,477276,Male,54,single,0,north,50.6,29648,rent,F
949,1001004,Male,44,single,0,north,70.9,35544,with_parents,F
950,1132836,Male,31,single,0,north,63.3,20986,with_parents,F
951,703584,Female,21,single,0,north,61.4,48415,rent,F
952,813840,Male,44,single,0,north,51,27597,with_parents,F
953,767352,Male,51,single,0,north,82.7,52552,with_parents,F
954,988500,Female,38,single,0,north,51.9,36108,rent,F
955,1072536,Male,58,single,0,north,71.4,54696,rent,F
956,790308,Female,55,single,0,north,69.8,50503,rent,F
957,659172,Female,62,single,0,north,59.2,52335,rent,F
958,349752,Male,22,single,0,north,61.7,16326,with_parents,F
959,486420,Female,49,single,0,north,71.3,20775,rent,F
